test_type,forward_max_vel,turn_max_vel,forward_acc_sat,forward_brk_sat,turn_acc_sat,turn_brk_sat,forward_acc_damp,forward_brk_damp,turn_acc_damp,turn_brk_damp,forward_acc_time,forward_brk_time,turn_acc_time,turn_brk_time,forward_noise_covar,turn_noise_covar,forward_noise_bias,turn_noise_bias,Distance to Goal,Num Collisions,Num Steps,Soft SPL,SCT,SPL,Success,Kalman Distance (Pos.),Kalman Distance (Ang.),factor,distance
max_vel,1.3623254237288136,3.985759322033899,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4431516528129577,10.395999908447266,66.46399688720703,0.7109160423278809,0.2805400788784027,0.536601722240448,0.7200000286102295,0.0404385775327682,0.0127638652920722,1.3677966101694916,0.9230790267986454
max_vel,1.304928813559322,3.817833898305085,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2399344593286514,8.251999855041504,59.52399826049805,0.7370368242263794,0.3464740812778473,0.6211112141609192,0.8159999847412109,0.0371116995811462,0.0050593870691955,1.3101694915254236,0.7751352714729473
max_vel,1.2475322033898306,3.649908474576272,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2316951602697372,6.823999881744385,54.69599914550781,0.7713713049888611,0.3970106244087219,0.6665709614753723,0.8399999737739563,0.0329134128987789,0.0061536054126918,1.252542372881356,0.6274751590621515
max_vel,1.1901355932203388,3.4819830508474574,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.1702378243207931,5.392000198364258,50.900001525878906,0.7929326295852661,0.4512991309165954,0.7113112807273865,0.871999979019165,0.0279845427721738,0.0042624934576451,1.194915254237288,0.4812534150039114
max_vel,1.1327389830508476,3.3140576271186446,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.296462744474411,5.76800012588501,52.49599838256836,0.8062378764152527,0.513387143611908,0.7801837921142578,0.9359999895095824,0.0207139831036329,0.0012961865868419,1.1372881355932205,0.33685645992324664
max_vel,1.0753423728813558,3.1461322033898305,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.0869687497615814,4.519999980926514,50.94400024414063,0.8230385780334473,0.5549511909484863,0.8229724168777466,0.984000027179718,0.0125485630705952,0.0020203762687742,1.0796610169491525,0.19462978998871125
max_vel,1.0179457627118642,2.9782067796610163,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.1306341886520385,3.839999914169312,50.53200149536133,0.8346436023712158,0.574265718460083,0.8374251127243042,0.984000027179718,0.0033515107352286,2.7425045118434355e-05,1.0220338983050845,0.053887981695069746
damping,0.996,2.914,2.058,1.845,5.082,3.37,7.0,7.0,7.0,7.0,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.5944525003433228,45.040000915527344,317.3160095214844,0.4116904437541961,0.0288559850305318,0.1528410613536834,0.2879999876022339,0.0161129999905824,0.0319751910865306,10.0,0.9564123742850592
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.881474576271185,6.881474576271185,6.881474576271185,6.881474576271185,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.52527117729187,47.040000915527344,317.10400390625,0.4193616211414337,0.0296312868595123,0.1542940288782119,0.2879999876022339,0.0160080324858427,0.0325546972453594,9.830677966101694,0.9510699328980103
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.762949152542373,6.762949152542373,6.762949152542373,6.762949152542373,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.4741297960281372,45.93999862670898,308.68798828125,0.431328535079956,0.0336927957832813,0.172398179769516,0.3319999873638153,0.0159173719584941,0.0319664664566516,9.66135593220339,0.9455495687888227
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.644423728813559,6.644423728813559,6.644423728813559,6.644423728813559,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.4349794387817385,45.27999877929688,299.7879943847656,0.4386110305786133,0.0267646461725235,0.1489963978528976,0.2800000011920929,0.016072591766715,0.0364609360694885,9.492033898305085,0.9398474376801589
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.525898305084745,6.525898305084745,6.525898305084745,6.525898305084745,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.3989003896713257,43.3759994506836,286.4960021972656,0.4536707997322082,0.033741895109415,0.1694559007883072,0.3240000009536743,0.0159208886325359,0.033549215644598,9.32271186440678,0.9339517524662728
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.407372881355932,6.407372881355932,6.407372881355932,6.407372881355932,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.2829883098602295,43.540000915527344,293.6080017089844,0.4506460428237915,0.0363134182989597,0.1837396174669265,0.3400000035762787,0.0158850960433483,0.029669914394617,9.153389830508477,0.9278576150145215
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.288847457627118,6.288847457627118,6.288847457627118,6.288847457627118,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.285397171974182,43.26399993896485,291.9079895019531,0.4460542798042297,0.0325076170265674,0.1688591986894607,0.3160000145435333,0.0158643424510955,0.031160807237029,8.98406779661017,0.9215560683274765
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.170322033898304,6.170322033898304,6.170322033898304,6.170322033898304,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.3689663410186768,41.624000549316406,275.2120056152344,0.4625517129898071,0.0367010720074176,0.1861750036478042,0.3479999899864197,0.0158185921609401,0.0345388911664485,8.814745762711864,0.9150391609928983
damping,0.996,2.914,2.058,1.845,5.082,3.37,6.051796610169491,6.051796610169491,6.051796610169491,6.051796610169491,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.2988284826278689,42.492000579833984,278.3280029296875,0.453385591506958,0.0327488631010055,0.1699659377336502,0.3120000064373016,0.0156569872051477,0.0321509055793285,8.64542372881356,0.9082930514937809
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.9332711864406775,5.9332711864406775,5.9332711864406775,5.9332711864406775,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.1763275861740112,39.82799911499024,267.3479919433594,0.4732097089290619,0.0406254902482032,0.2018600553274154,0.3680000007152557,0.0155986957252025,0.0314385518431663,8.476101694915254,0.9013103229355409
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.814745762711865,5.814745762711865,5.814745762711865,5.814745762711865,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.0827033519744873,40.104000091552734,259.1319885253906,0.4884339570999145,0.0396406203508377,0.1873247176408767,0.328000009059906,0.0156442616134881,0.0359715782105922,8.30677966101695,0.8940837829779753
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.696220338983051,5.696220338983051,5.696220338983051,5.696220338983051,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.061083197593689,41.07600021362305,260.02801513671875,0.4894023835659027,0.0453547462821006,0.2222704291343689,0.3840000033378601,0.0153262168169021,0.0343979522585868,8.137457627118645,0.8865988542697242
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.577694915254237,5.577694915254237,5.577694915254237,5.577694915254237,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.9663309454917908,39.66400146484375,255.0039978027344,0.4871088564395904,0.0474329181015491,0.2275662273168563,0.4000000059604645,0.0153845148161053,0.0320450589060783,7.968135593220339,0.8788383823589756
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.459169491525423,5.459169491525423,5.459169491525423,5.459169491525423,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.3158782720565796,38.84400177001953,245.23199462890625,0.4916543364524841,0.0532163642346859,0.2432003170251846,0.4199999868869781,0.0152153391391038,0.0317863337695598,7.798813559322034,0.870797936171605
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.34064406779661,5.34064406779661,5.34064406779661,5.34064406779661,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,1.0096300840377808,39.47600173950195,246.22000122070312,0.5067495703697205,0.0483322143554687,0.2181248366832733,0.3759999871253967,0.0152035616338253,0.0322418287396431,7.629491525423729,0.8624596807040766
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.2221186440677965,5.2221186440677965,5.2221186440677965,5.2221186440677965,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.9481520652770996,36.74399948120117,229.7400054931641,0.5198885202407837,0.0509570129215717,0.2298977077007293,0.3880000114440918,0.0151317901909351,0.0310585815459489,7.460169491525423,0.853809339619663
damping,0.996,2.914,2.058,1.845,5.082,3.37,5.103593220338983,5.103593220338983,5.103593220338983,5.103593220338983,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.8620301485061646,36.20800018310547,229.2239990234375,0.521253764629364,0.0611895434558391,0.2797609269618988,0.4799999892711639,0.015026394277811,0.0309222396463155,7.290847457627119,0.8448350046832694
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.98506779661017,4.98506779661017,4.98506779661017,4.98506779661017,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.7321987152099609,35.59199905395508,228.87600708007807,0.5240159630775452,0.059599433094263,0.2659601271152496,0.4679999947547912,0.015088653191924,0.0318797193467617,7.121525423728814,0.8355183126298801
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.866542372881355,4.866542372881355,4.866542372881355,4.866542372881355,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.6992894411087036,35.487998962402344,214.6519927978516,0.5468038320541382,0.0655003413558006,0.2827296555042267,0.4679999947547912,0.0149374334141612,0.0288185831159353,6.952203389830508,0.8258438079562407
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.748016949152542,4.748016949152542,4.748016949152542,4.748016949152542,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.8451664447784424,34.61600112915039,211.8159942626953,0.5395143628120422,0.0650191232562065,0.27626433968544,0.4639999866485595,0.0147556150332093,0.0287754740566015,6.782881355932203,0.8158001380713401
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.629491525423728,4.629491525423728,4.629491525423728,4.629491525423728,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.713082492351532,32.43600082397461,202.5399932861328,0.5524256229400635,0.0636704713106155,0.2646536231040954,0.4320000112056732,0.0149722080677747,0.0302365776151418,6.613559322033899,0.8053515663846539
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.5109661016949145,4.5109661016949145,4.5109661016949145,4.5109661016949145,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.7583731412887573,32.24399948120117,203.1320037841797,0.5490925908088684,0.0745862051844596,0.307392805814743,0.5120000243186951,0.0146703626960515,0.0271712560206651,6.444237288135593,0.7944939372492986
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.392440677966102,4.392440677966102,4.392440677966102,4.392440677966102,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.6110627055168152,31.11599922180176,195.04800415039065,0.5678147077560425,0.0764908492565155,0.3166844844818115,0.5080000162124634,0.0145813170820474,0.0338157527148723,6.274915254237288,0.7831992673588193
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.273915254237288,4.273915254237288,4.273915254237288,4.273915254237288,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.7266987562179565,30.23600006103516,192.4279937744141,0.5670180320739746,0.0885839462280273,0.3627692759037018,0.5839999914169312,0.0145256742835044,0.028222506865859,6.105593220338983,0.7714502017226232
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.155389830508474,4.155389830508474,4.155389830508474,4.155389830508474,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.642422080039978,29.8439998626709,187.83999633789065,0.5697171092033386,0.0908899828791618,0.3488926589488983,0.5680000185966492,0.0143057880923151,0.0282933879643678,5.936271186440678,0.7592212771648168
damping,0.996,2.914,2.058,1.845,5.082,3.37,4.036864406779661,4.036864406779661,4.036864406779661,4.036864406779661,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.7261322140693665,28.972000122070312,180.447998046875,0.5813426375389099,0.093764454126358,0.3623680174350738,0.5759999752044678,0.0142894824966788,0.0252907499670982,5.766949152542373,0.746489890057937
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.9183389830508473,3.9183389830508473,3.9183389830508473,3.9183389830508473,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.6439592838287354,28.07200050354004,173.89599609375,0.5847499370574951,0.098655454814434,0.3578566312789917,0.5759999752044678,0.014122987166047,0.0209872033447027,5.597627118644068,0.7332313486378919
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.799813559322034,3.799813559322034,3.799813559322034,3.799813559322034,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.6109140515327454,27.652000427246094,173.4239959716797,0.5873077511787415,0.0951796993613243,0.3440449833869934,0.5479999780654907,0.0138190099969506,0.0260801333934068,5.428305084745763,0.7194209495538072
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.68128813559322,3.68128813559322,3.68128813559322,3.68128813559322,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.5550439953804016,25.95199966430664,162.13999938964844,0.605482816696167,0.1016215533018112,0.3713132441043854,0.5759999752044678,0.0138115808367729,0.0241972021758556,5.2589830508474575,0.7050309104732299
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.5627627118644067,3.5627627118644067,3.5627627118644067,3.5627627118644067,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4820098280906677,27.69599914550781,164.77999877929688,0.6032236814498901,0.117289662361145,0.4014909863471985,0.6200000047683716,0.0136139122769236,0.0232698284089565,5.089661016949153,0.690034616080345
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.4442372881355934,3.4442372881355934,3.4442372881355934,3.4442372881355934,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4634804129600525,25.92799949645996,156.65199279785156,0.6152629852294922,0.1161449924111366,0.3875126242637634,0.5920000076293945,0.013499048538506,0.0255843866616487,4.920338983050848,0.6744042409018499
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.32571186440678,3.32571186440678,3.32571186440678,3.32571186440678,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.5438684821128845,24.8799991607666,157.3800048828125,0.6139749884605408,0.1211846470832824,0.4044429659843445,0.6240000128746033,0.0130011299625039,0.023864097893238,4.751016949152542,0.6580976284431367
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.207186440677966,3.207186440677966,3.207186440677966,3.207186440677966,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4970977008342743,22.375999450683597,144.8800048828125,0.6279420852661133,0.1357225775718689,0.4435671269893646,0.6679999828338623,0.0129495104774832,0.0248560458421707,4.581694915254237,0.6410979946317289
damping,0.996,2.914,2.058,1.845,5.082,3.37,3.088661016949153,3.088661016949153,3.088661016949153,3.088661016949153,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.5233654379844666,21.6879997253418,139.08399963378906,0.6328484416007996,0.1481432020664215,0.4476232826709747,0.6679999828338623,0.0129095381125807,0.0231984257698059,4.412372881355933,0.6233960461739455
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.9701355932203386,2.9701355932203386,2.9701355932203386,2.9701355932203386,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4449785351753235,21.131999969482425,133.9080047607422,0.6473514437675476,0.1335308700799942,0.4143863916397095,0.6200000047683716,0.0124007230624556,0.0240258444100618,4.243050847457627,0.6049088449814138
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.851610169491525,2.851610169491525,2.851610169491525,2.851610169491525,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4653510749340057,21.1200008392334,131.96400451660156,0.6462512016296387,0.1475453376770019,0.4247200191020965,0.6159999966621399,0.0123030496761202,0.0205113887786865,4.073728813559322,0.5856271803361294
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.733084745762712,2.733084745762712,2.733084745762712,2.733084745762712,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4317285418510437,21.052000045776367,127.98799896240234,0.6549652814865112,0.1506707370281219,0.4354240894317627,0.6359999775886536,0.0118636051192879,0.0202990546822547,3.904406779661017,0.5655243969160185
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.614559322033898,2.614559322033898,2.614559322033898,2.614559322033898,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.5537533760070801,19.447999954223636,121.53600311279295,0.6568236947059631,0.1553101539611816,0.4401879906654358,0.6320000290870667,0.0117199970409274,0.0189998261630535,3.735084745762712,0.5445563338576167
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.4960338983050847,2.4960338983050847,2.4960338983050847,2.4960338983050847,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2255385965108871,16.263999938964844,112.91600036621094,0.6795675754547119,0.1824111491441726,0.4934643805027008,0.6919999718666077,0.0114442883059382,0.0193979032337665,3.565762711864407,0.5227323163173353
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.377508474576272,2.377508474576272,2.377508474576272,2.377508474576272,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.3353892266750335,16.676000595092773,112.01599884033205,0.6843599677085876,0.1906438171863556,0.5099679231643677,0.7200000286102295,0.0109626119956374,0.0151215232908725,3.396440677966102,0.4999724783541023
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.258983050847458,2.258983050847458,2.258983050847458,2.258983050847458,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.3220071792602539,17.016000747680664,107.66400146484376,0.6908409595489502,0.1987865716218948,0.5056601762771606,0.7120000123977661,0.0105502940714359,0.0108600864186882,3.227118644067797,0.47633029364255997
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.140457627118644,2.140457627118644,2.140457627118644,2.140457627118644,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.355986475944519,15.279999732971191,103.90399932861328,0.690818727016449,0.2070313990116119,0.4996433556079864,0.6959999799728394,0.0101421382278203,0.0139337433502078,3.057796610169492,0.45171317798457483
damping,0.996,2.914,2.058,1.845,5.082,3.37,2.021932203389831,2.021932203389831,2.021932203389831,2.021932203389831,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2825994491577148,13.239999771118164,94.2519989013672,0.7167345285415649,0.2279984951019287,0.5424153208732605,0.7279999852180481,0.0097732385620474,0.0143191358074545,2.8884745762711868,0.4261324890461805
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.9034067796610168,1.9034067796610168,1.9034067796610168,1.9034067796610168,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.3070872724056244,12.156000137329102,90.4280014038086,0.7225893139839172,0.2456810474395752,0.5621199011802673,0.7559999823570251,0.0091698663309216,0.0141755137592554,2.719152542372882,0.39961976283162454
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.7848813559322032,1.7848813559322032,1.7848813559322032,1.7848813559322032,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4043392241001129,11.880000114440918,88.08799743652344,0.7198464870452881,0.2370865792036056,0.5190236568450928,0.6959999799728394,0.008759843185544,0.0139518491923809,2.5498305084745763,0.3722022856669879
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.6663559322033898,1.6663559322033898,1.6663559322033898,1.6663559322033898,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4061066806316376,11.399999618530272,82.33200073242188,0.7370930314064026,0.2547487020492553,0.5387811064720154,0.7120000123977661,0.00812260620296,0.0113920085132122,2.3805084745762715,0.3439360502775388
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.5478305084745765,1.5478305084745765,1.5478305084745765,1.5478305084745765,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2951835393905639,9.892000198364258,78.08799743652344,0.7439644932746887,0.2377863079309463,0.4866551756858825,0.6399999856948853,0.0074873124249279,0.006495663896203,2.2111864406779667,0.314653749398313
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.429305084745763,1.429305084745763,1.429305084745763,1.429305084745763,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4032997488975525,9.779999732971191,75.33200073242188,0.7600982189178467,0.2824262082576751,0.5510973334312439,0.7039999961853027,0.0066321217454969,0.0080367550253868,2.041864406779661,0.2844556149527259
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.3107796610169486,1.3107796610169486,1.3107796610169486,1.3107796610169486,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2656485438346863,7.636000156402588,66.97200012207031,0.7822713851928711,0.3148475885391235,0.5754545331001282,0.7160000205039978,0.0059742657467722,0.0050680977292358,1.8725423728813555,0.25302037002967986
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.192254237288136,1.192254237288136,1.192254237288136,1.192254237288136,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.4214487075805664,7.915999889373779,65.61599731445312,0.785790205001831,0.3875548541545868,0.6426929235458374,0.7839999794960022,0.0050951614975929,0.0041668959893286,1.7032203389830514,0.21962882073895276
damping,0.996,2.914,2.058,1.845,5.082,3.37,1.073728813559322,1.073728813559322,1.073728813559322,1.073728813559322,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.3549577891826629,5.708000183105469,59.69200134277344,0.8014733791351318,0.4760890007019043,0.7570695281028748,0.9120000004768372,0.0041973791085183,0.0037003457546234,1.5338983050847457,0.18142928054886495
damping,0.996,2.914,2.058,1.845,5.082,3.37,0.9552033898305092,0.9552033898305092,0.9552033898305092,0.9552033898305092,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2470099329948425,5.276000022888184,57.0,0.8147657513618469,0.5320281386375427,0.814521074295044,0.972000002861023,0.0030748029239475,0.0031347272451967,1.3645762711864418,0.13563746504402863
damping,0.996,2.914,2.058,1.845,5.082,3.37,0.8366779661016952,0.8366779661016952,0.8366779661016952,0.8366779661016952,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.083246111869812,3.732000112533569,51.27199935913086,0.8363751769065857,0.5631024241447449,0.8451293706893921,0.9959999918937684,0.0017774341395124,-0.0011863902909681,1.195254237288136,0.07927204402955436
damping,0.996,2.914,2.058,1.845,5.082,3.37,0.7181525423728812,0.7181525423728812,0.7181525423728812,0.7181525423728812,0.26,0.24,0.28,0.27,0.0,0.0,-0.0,-0.0,0.2325002253055572,5.0920000076293945,53.09999847412109,0.8366557955741882,0.5721449255943298,0.8359031081199646,0.9760000109672546,0.0002472673659212,0.000434641377069,1.0259322033898304,0.011938495984305101
time,0.996,2.914,2.058,1.845,5.082,3.37,0.7,0.7,0.7,0.7,1.3,1.2,1.4,1.35,0.0,0.0,-0.0,-0.0,8.172530174255371,60.09999847412109,494.0199890136719,0.025479108095169,0.0,0.0,0.0,0.0194137878715991,0.0468179732561111,5.0,0.7917470286123313
